SegmentID,LongFrom,LatFrom,LongTo,LatTo,persons_injured,persons_killed,ped_injured,ped_killed,cyclists_injured,cyclists_killed,motorists_injured,motorists_killed,persons_KSI,ped_KSI,cyclist_KSI,motorist_KSI,result,to
54487,-73.81357634,40.65674302,-73.81791679,40.65868393,0,0,0,0,0,0,0,0,0,0,0,0,"W Hangar Rd, Jamaica, NY 11430, USA","Commissary Rd, Jamaica, NY 11430, USA"
54487,-73.81357634,40.65674302,-73.81791679,40.65868393,0,0,0,0,0,0,0,0,0,0,0,0,"W Hangar Rd, Jamaica, NY 11430, USA","Commissary Rd, Jamaica, NY 11430, USA"
54487,-73.81357634,40.65674302,-73.81791679,40.65868393,0,0,0,0,0,0,0,0,0,0,0,0,"W Hangar Rd, Jamaica, NY 11430, USA","Commissary Rd, Jamaica, NY 11430, USA"
54487,-73.81357634,40.65674302,-73.81791679,40.65868393,0,0,0,0,0,0,0,0,0,0,0,0,"W Hangar Rd, Jamaica, NY 11430, USA","Commissary Rd, Jamaica, NY 11430, USA"
54487,-73.81357634,40.65674302,-73.81791679,40.65868393,0,0,0,0,0,0,0,0,0,0,0,0,"W Hangar Rd, Jamaica, NY 11430, USA","Commissary Rd, Jamaica, NY 11430, USA"
54487,-73.81357634,40.65674302,-73.81791679,40.65868393,0,0,0,0,0,0,0,0,0,0,0,0,"W Hangar Rd, Jamaica, NY 11430, USA","Commissary Rd, Jamaica, NY 11430, USA"
54487,-73.81357634,40.65674302,-73.81791679,40.65868393,0,0,0,0,0,0,0,0,0,0,0,0,"W Hangar Rd, Jamaica, NY 11430, USA","Commissary Rd, Jamaica, NY 11430, USA"
54487,-73.81357634,40.65674302,-73.81791679,40.65868393,0,0,0,0,0,0,0,0,0,0,0,0,"W Hangar Rd, Jamaica, NY 11430, USA","Commissary Rd, Jamaica, NY 11430, USA"
54487,-73.81357634,40.65674302,-73.81791679,40.65868393,0,0,0,0,0,0,0,0,0,0,0,0,"W Hangar Rd, Jamaica, NY 11430, USA","Commissary Rd, Jamaica, NY 11430, USA"
54487,-73.81357634,40.65674302,-73.81791679,40.65868393,0,0,0,0,0,0,0,0,0,0,0,0,"W Hangar Rd, Jamaica, NY 11430, USA","Commissary Rd, Jamaica, NY 11430, USA"
54487,-73.81357634,40.65674302,-73.81791679,40.65868393,0,0,0,0,0,0,0,0,0,0,0,0,"W Hangar Rd, Jamaica, NY 11430, USA","Commissary Rd, Jamaica, NY 11430, USA"
58574,-73.7640629,40.65435627,-73.75793937,40.6508533,3,0,0,0,0,0,3,0,3,0,0,3,"15091 183rd St, Springfield Gardens, NY 11413, USA","246-1 Rockaway Blvd, Queens, NY 11421, USA"
170884,-73.77934732,40.6607397,-73.78254021,40.65675212,0,0,0,0,0,0,0,0,0,0,0,0,"5 N Hangar Rd, Jamaica, NY 11430, USA","263 N Hangar Rd, Queens, NY 11430, USA"
170884,-73.77934732,40.6607397,-73.78254021,40.65675212,0,0,0,0,0,0,0,0,0,0,0,0,"5 N Hangar Rd, Jamaica, NY 11430, USA","263 N Hangar Rd, Queens, NY 11430, USA"
170884,-73.77934732,40.6607397,-73.78254021,40.65675212,0,0,0,0,0,0,0,0,0,0,0,0,"5 N Hangar Rd, Jamaica, NY 11430, USA","263 N Hangar Rd, Queens, NY 11430, USA"
170884,-73.77934732,40.6607397,-73.78254021,40.65675212,0,0,0,0,0,0,0,0,0,0,0,0,"5 N Hangar Rd, Jamaica, NY 11430, USA","263 N Hangar Rd, Queens, NY 11430, USA"
170884,-73.77934732,40.6607397,-73.78254021,40.65675212,0,0,0,0,0,0,0,0,0,0,0,0,"5 N Hangar Rd, Jamaica, NY 11430, USA","263 N Hangar Rd, Queens, NY 11430, USA"
170884,-73.77934732,40.6607397,-73.78254021,40.65675212,0,0,0,0,0,0,0,0,0,0,0,0,"5 N Hangar Rd, Jamaica, NY 11430, USA","263 N Hangar Rd, Queens, NY 11430, USA"
170884,-73.77934732,40.6607397,-73.78254021,40.65675212,0,0,0,0,0,0,0,0,0,0,0,0,"5 N Hangar Rd, Jamaica, NY 11430, USA","263 N Hangar Rd, Queens, NY 11430, USA"
170884,-73.77934732,40.6607397,-73.78254021,40.65675212,0,0,0,0,0,0,0,0,0,0,0,0,"5 N Hangar Rd, Jamaica, NY 11430, USA","263 N Hangar Rd, Queens, NY 11430, USA"
170884,-73.77934732,40.6607397,-73.78254021,40.65675212,0,0,0,0,0,0,0,0,0,0,0,0,"5 N Hangar Rd, Jamaica, NY 11430, USA","263 N Hangar Rd, Queens, NY 11430, USA"
170884,-73.77934732,40.6607397,-73.78254021,40.65675212,0,0,0,0,0,0,0,0,0,0,0,0,"5 N Hangar Rd, Jamaica, NY 11430, USA","263 N Hangar Rd, Queens, NY 11430, USA"
170884,-73.77934732,40.6607397,-73.78254021,40.65675212,0,0,0,0,0,0,0,0,0,0,0,0,"5 N Hangar Rd, Jamaica, NY 11430, USA","263 N Hangar Rd, Queens, NY 11430, USA"
170884,-73.77934732,40.6607397,-73.78254021,40.65675212,0,0,0,0,0,0,0,0,0,0,0,0,"5 N Hangar Rd, Jamaica, NY 11430, USA","263 N Hangar Rd, Queens, NY 11430, USA"
170884,-73.77934732,40.6607397,-73.78254021,40.65675212,0,0,0,0,0,0,0,0,0,0,0,0,"5 N Hangar Rd, Jamaica, NY 11430, USA","263 N Hangar Rd, Queens, NY 11430, USA"
170884,-73.77934732,40.6607397,-73.78254021,40.65675212,0,0,0,0,0,0,0,0,0,0,0,0,"5 N Hangar Rd, Jamaica, NY 11430, USA","263 N Hangar Rd, Queens, NY 11430, USA"
170884,-73.77934732,40.6607397,-73.78254021,40.65675212,0,0,0,0,0,0,0,0,0,0,0,0,"5 N Hangar Rd, Jamaica, NY 11430, USA","263 N Hangar Rd, Queens, NY 11430, USA"
170723,-73.77924279,40.65454084,-73.76880304,40.64982023,1,0,0,0,0,0,1,0,1,0,0,1,"N Hangar Rd, Jamaica, NY 11430, USA","Eastern Rd, Jamaica, NY 11430, USA"
67853,-73.92012731,40.7502439,-73.91519556,40.75117064,0,0,0,0,0,0,0,0,0,0,0,0,"3860 43rd St, Long Island City, NY 11101, USA","3702 48th St, Long Island City, NY 11104, USA"
100338,-73.74996804,40.73974575,-73.74657796,40.74034659,0,0,0,0,0,0,0,0,0,0,0,0,"Springfield Blvd & 76th Ave Oakland Gardens, Oakland Gardens, NY 11364, United States","226-4 76th Ave, Oakland Gardens, NY 11364, USA"
90993,-73.83365848,40.7439575,-73.82965054,40.7435657,0,0,0,0,0,0,0,0,0,0,0,0,"59-19 Lawrence St, Flushing, NY 11355, USA","60-04 136th St, Flushing, NY 11355, USA"
91185,-73.82963621,40.75854978,-73.82596774,40.75932944,0,0,0,0,0,0,0,0,0,0,0,0,"43-39 Main St, Flushing, NY 11355, USA","40-38 Union St, Flushing, NY 11354, USA"
58855,-73.79209253,40.68047629,-73.78840834,40.68199242,1,0,0,0,0,0,1,0,1,0,0,1,"Sutphin Bl/Foch Bl, Queens, NY 11434, USA","116-69 155th St, Jamaica, NY 11434, USA"
84338,-73.83559154,40.75137713,-73.83229536,40.75194179,0,0,0,0,0,0,0,0,0,0,0,0,"13101 Fowler Ave, Flushing, NY 11355, USA","College Point Blvd/Fowler Av, Queens, NY 11355, USA"
84338,-73.83559154,40.75137713,-73.83229536,40.75194179,0,0,0,0,0,0,0,0,0,0,0,0,"13101 Fowler Ave, Flushing, NY 11355, USA","College Point Blvd/Fowler Av, Queens, NY 11355, USA"
91418,-73.8215581,40.76053432,-73.81807772,40.76147327,0,0,0,0,0,0,0,0,0,0,0,0,"41 Av/Parsons Bl, Queens, NY 11355, USA","41 Av/147 St, Queens, NY 11355, USA"
185142,-73.82517571,40.73510594,-73.82185953,40.73548634,0,0,0,0,0,0,0,0,0,0,0,0,"144-02 Gravett Rd, Flushing, NY 11367, USA","66-10 149th St, Flushing, NY 11367, USA"
182726,-73.90333023,40.56184662,-73.90669292,40.56107176,1,0,0,0,0,0,1,0,1,0,0,1,"195-15 Rockaway Point Blvd, Far Rockaway, NY 11697, USA","198-01 Rockaway Point Blvd, Far Rockaway, NY 11697, USA"
118099,-73.8187604,40.66228363,-73.81334504,40.66130337,0,0,0,0,0,0,0,0,0,0,0,0,"Pan Am Rd, Jamaica, NY 11430, USA","402 Pan Am Rd, Jamaica, NY 11430, USA"
118099,-73.8187604,40.66228363,-73.81334504,40.66130337,0,0,0,0,0,0,0,0,0,0,0,0,"Pan Am Rd, Jamaica, NY 11430, USA","402 Pan Am Rd, Jamaica, NY 11430, USA"
135388,-73.79878634,40.64338309,-73.8100235,40.64852287,0,0,0,0,0,0,0,0,0,0,0,0,"S Service Rd, Jamaica, NY 11430, USA","12, Jamaica, NY 11430, USA"
135388,-73.79878634,40.64338309,-73.8100235,40.64852287,0,0,0,0,0,0,0,0,0,0,0,0,"S Service Rd, Jamaica, NY 11430, USA","12, Jamaica, NY 11430, USA"
135387,-73.8100235,40.64852287,-73.80603624,40.65130103,0,0,0,0,0,0,0,0,0,0,0,0,"12, Jamaica, NY 11430, USA","General Aviation Layne, Jamaica, NY 11430, USA"
135387,-73.8100235,40.64852287,-73.80603624,40.65130103,0,0,0,0,0,0,0,0,0,0,0,0,"12, Jamaica, NY 11430, USA","General Aviation Layne, Jamaica, NY 11430, USA"
194113,-73.82341489,40.78678897,-73.82430469,40.78293287,0,0,0,0,0,0,0,0,0,0,0,0,"Whitestone Expy/14 Av, Queens, NY 11357, USA","144-03 20th Ave, Flushing, NY 11357, USA"
132858,-73.7986023,40.64792992,-73.80248394,40.65834944,0,0,0,0,0,0,0,0,0,0,0,0,"United Airlines Parking Lot Bus Stop, Jamaica, NY 11430, USA","69 Federal Cir, Jamaica, NY 11430, USA"
194150,-73.72768033,40.74963924,-73.72428101,40.7526447,0,0,0,0,0,0,0,0,0,0,0,0,"249-18 Grand Central Pkwy, Jamaica, NY 11426, USA","84881 Grand Central Parkway Service Road, Queens, NY 11426, USA"
137070,-73.78061699,40.65069697,-73.77369504,40.64755699,0,0,0,0,0,0,0,0,0,0,0,0,"Perimeter Rd, Jamaica, NY 11430, USA","Perimeter Rd, Jamaica, NY 11430, USA"
116850,-73.82289856,40.7636373,-73.81930135,40.76460466,0,0,0,0,0,0,0,0,0,0,0,0,"37-4 Parsons Blvd, Flushing, NY 11354, USA","37-7 147th St, Flushing, NY 11354, USA"
106703,-73.77978968,40.7054563,-73.77582076,40.70537391,1,0,0,0,0,0,1,0,1,0,0,1,"18008 Liberty Ave, Jamaica, NY 11433, USA","&, Liberty Ave & 183rd St, Jamaica, NY 11412, United States"
45534,-73.89877801,40.56115959,-73.89509989,40.56254265,0,0,0,0,0,0,0,0,0,0,0,0,"W Rd, Breezy Point, NY 11697, USA","Marshall Rd, Breezy Point, NY 11697, USA"
114199,-73.89509989,40.56254265,-73.89027588,40.5643986,0,0,0,0,0,0,0,0,0,0,0,0,"Marshall Rd, Breezy Point, NY 11697, USA","Marshall Rd, Breezy Point, NY 11697, USA"
55373,-73.80943931,40.66704843,-73.80611012,40.66692109,1,0,0,0,0,0,1,0,1,0,0,1,"130-11 N Conduit Ave, South Ozone Park, NY 11420, USA","133-38 135th Ave, South Ozone Park, NY 11420, USA"
59709,-73.76987328,40.66891066,-73.76624894,40.66851037,1,0,1,0,0,0,0,0,1,1,0,0,"169-22 144th Ave, Jamaica, NY 11434, USA","Farmers Blvd/144 Av, Queens, NY 11434, USA"
66284,-73.93161403,40.7368252,-73.92672345,40.73590641,1,0,0,0,0,0,1,0,1,0,0,1,"Greenpoint Av/Borden Av, Queens, NY 11378, USA","6 Laurel Hill Blvd, Sunnyside, NY 11104, USA"
76428,-73.8837812,40.7676754,-73.88028984,40.76941938,0,0,0,0,0,0,0,0,0,0,0,0,"23 Av/86 St, Queens, NY 11369, USA","90-10 Ditmars Blvd, East Elmhurst, NY 11369, USA"
181415,-73.79360571,40.79675856,-73.79339841,40.79241062,0,0,0,0,0,0,0,0,0,0,0,0,"Throgs Neck Bridge, New York, NY, USA","16803 9th Ave, Whitestone, NY 11357, USA"
184368,-73.82994496,40.63469845,-73.82866385,40.63121244,1,0,0,0,0,0,1,0,1,0,0,1,"616 Cross Bay Blvd, Broad Channel, NY 11693, USA","Cross Bay Blvd, Broad Channel, NY 11693, USA"
54686,-73.82951287,40.66533228,-73.82587382,40.66508392,1,0,0,0,0,0,1,0,1,0,0,1,"Belt Pkwy, South Ozone Park, NY 11420, USA","114-30 N Conduit Ave, Jamaica, NY 11420, USA"
194112,-73.82445121,40.78673001,-73.82530619,40.78306533,0,0,0,0,0,0,0,0,0,0,0,0,"Whitestone Expy/14 Av, Queens, NY 11357, USA","18-10 Whitestone Expy, Flushing, NY 11357, USA"
194369,-73.83008156,40.77429684,-73.83350676,40.77161912,0,0,0,0,0,0,0,0,0,0,0,0,"1 New York Times Plaza, Flushing, NY 11356, USA","Whitestone Expy/Linden Pl, Queens, NY 11354, USA"
9009717,-73.75081067,40.72899504,-73.74749693,40.73179105,0,0,0,0,0,0,0,0,0,0,0,0,"215-65 Spencer Ave, Jamaica, NY 11427, USA","21561 Sawyer Ave, Queens Village, NY 11427, USA"
194134,-73.8018379,40.71626222,-73.79796193,40.71716167,0,0,0,0,0,0,0,0,0,0,0,0,"164-26 Grand Central Pkwy, Jamaica, NY 11432, USA","168-4 Grand Central Pkwy, Jamaica, NY 11432, USA"
135449,-73.7913746,40.65614269,-73.79131571,40.65961022,0,1,0,0,0,0,0,1,1,0,0,1,"147 148th St, Jamaica, NY 11430, USA","N Boundary Rd, Jamaica, NY 11430, USA"
54833,-73.82296101,40.66386014,-73.81836976,40.66327622,0,0,0,0,0,0,0,0,0,0,0,0,"123 NY-878, South Ozone Park, NY 11420, USA","123-10 S Conduit Ave, South Ozone Park, NY 11420, USA"
91333,-73.8275367,40.76646354,-73.82395033,40.7668872,0,0,0,0,0,0,0,0,0,0,0,0,"34-10 Union St, Flushing, NY 11354, USA","34-99-34-1 Parsons Blvd, Flushing, NY 11354, USA"
115590,-73.8696364,40.71329757,-73.86207873,40.71220106,0,0,0,0,0,0,0,0,0,0,0,0,"17 Metropolitan Ave, Middle Village, NY 11379, USA","89-30 Metropolitan Ave, Flushing, NY 11374, USA"
66785,-73.91693429,40.73529844,-73.90930552,40.73628728,0,0,0,0,0,0,0,0,0,0,0,0,"49-02 Laurel Hill Blvd, Woodside, NY 11377, USA","58-06 Laurel Hill Blvd, Woodside, NY 11377, USA"
169728,-73.82055923,40.60026138,-73.82440707,40.60059112,0,0,0,0,0,0,0,0,0,0,0,0,"18-1 Cross Bay Blvd, Broad Channel, NY 11693, USA","82 W 18th Rd, Far Rockaway, NY 11693, USA"
45794,-73.88201785,40.56869878,-73.8850829,40.57374368,0,0,0,0,0,0,0,0,0,0,0,0,"Marine Pky/Rockaway Point Blvd VI, Queens, NY 11697, USA","Marine Pkwy Bridge, Queens, NY, USA"
58741,-73.79528038,40.66159636,-73.79535108,40.65773754,0,1,0,0,0,0,0,1,1,0,0,1,"Cargo Plaza/150 Av, Queens, NY 11430, USA","Cargo Plaza/Bldg 86, Queens, NY 11430, USA"
58741,-73.79528038,40.66159636,-73.79535108,40.65773754,0,1,0,0,0,0,0,1,1,0,0,1,"Cargo Plaza/150 Av, Queens, NY 11430, USA","Cargo Plaza/Bldg 86, Queens, NY 11430, USA"
58741,-73.79528038,40.66159636,-73.79535108,40.65773754,0,1,0,0,0,0,0,1,1,0,0,1,"Cargo Plaza/150 Av, Queens, NY 11430, USA","Cargo Plaza/Bldg 86, Queens, NY 11430, USA"
58741,-73.79528038,40.66159636,-73.79535108,40.65773754,0,1,0,0,0,0,0,1,1,0,0,1,"Cargo Plaza/150 Av, Queens, NY 11430, USA","Cargo Plaza/Bldg 86, Queens, NY 11430, USA"
58741,-73.79528038,40.66159636,-73.79535108,40.65773754,0,1,0,0,0,0,0,1,1,0,0,1,"Cargo Plaza/150 Av, Queens, NY 11430, USA","Cargo Plaza/Bldg 86, Queens, NY 11430, USA"
58741,-73.79528038,40.66159636,-73.79535108,40.65773754,0,1,0,0,0,0,0,1,1,0,0,1,"Cargo Plaza/150 Av, Queens, NY 11430, USA","Cargo Plaza/Bldg 86, Queens, NY 11430, USA"
66787,-73.90926003,40.73640318,-73.91690631,40.73538045,0,0,0,0,0,0,0,0,0,0,0,0,"58-06 Laurel Hill Blvd, Woodside, NY 11377, USA","49-13 Laurel Hill Blvd, Flushing, NY 11377, USA"
96893,-73.76793009,40.73789059,-73.76361225,40.73916841,0,0,0,0,0,0,0,0,0,0,0,0,"73 Av/Hollis Hills Ter, Queens, NY 11364, USA","73 Av/210 St, Queens, NY 11364, USA"
59587,-73.77093232,40.66834022,-73.76655911,40.66785985,0,0,0,0,0,0,0,0,0,0,0,0,"168-20 144th Rd, Jamaica, NY 11434, USA","144-20 Farmers Blvd, Jamaica, NY 11434, USA"
64060,-73.72984151,40.6655578,-73.7356709,40.66561356,0,0,0,0,0,0,0,0,0,0,0,0,"Hook Creek Blvd/Sunrise Hwy, Queens, NY 11422, USA","Rosedale, Queens, NY 11422, USA"
103176,-73.7204858,40.76365281,-73.71691484,40.7614709,0,0,0,0,0,0,0,0,0,0,0,0,"263-11 57th Ave, Flushing, NY 11362, USA","26442 60th Ave, Little Neck, NY 11362, USA"
54393,-73.83133151,40.65274756,-73.82785389,40.6532524,0,0,0,0,0,0,0,0,0,0,0,0,"99-34 163rd Rd, Howard Beach, NY 11414, USA","60 104th St, Jamaica, NY 11414, USA"
59582,-73.77154461,40.66796327,-73.76675402,40.66743299,0,0,0,0,0,0,0,0,0,0,0,0,"168-08 144th Rd, Jamaica, NY 11434, USA","144-34 Farmers Blvd, Jamaica, NY 11434, USA"
100695,-73.73972244,40.73903609,-73.73560787,40.74169622,0,0,0,0,0,0,0,0,0,0,0,0,"Grand Central Pkwy, Queens Village, NY 11427, USA","Grand Central Pkwy, Oakland Gardens, NY 11364, USA"
122394,-73.83218249,40.78165887,-73.82770726,40.78166792,0,0,0,0,0,0,0,0,0,0,0,0,"20 Av/opp Target, Queens, NY 11356, USA","20 Av/Postal Facility, Queens, NY 11356, USA"
84003,-73.84324381,40.7553368,-73.8391233,40.75682806,2,0,0,0,0,0,2,0,2,0,0,2,"Roosevelt Av/126 St, Queens, NY 11368, USA","640 Roosevelt Ave, Corona, NY 11368, USA"
169618,-73.8310005,40.58391543,-73.83450147,40.5829433,0,0,0,0,0,0,0,0,0,0,0,0,"Rockaway, Queens, NY, USA","Stop & Shop - NY Metro, 112-15 Beach Channel Dr, Rockaway Park, NY 11694, United States"
134585,-73.77369504,40.64755699,-73.76880304,40.64982023,1,0,0,0,0,0,1,0,1,0,0,1,"Perimeter Rd, Jamaica, NY 11430, USA","Eastern Rd, Jamaica, NY 11430, USA"
194279,-73.86150422,40.68937247,-73.85810835,40.68988521,0,0,0,0,0,0,0,0,0,0,0,0,"88-19 80th St, Jamaica, NY 11421, USA","88-33 85th St, Woodhaven, NY 11421, USA"
89869,-73.82810171,40.72779623,-73.82475205,40.72883496,0,0,0,0,0,0,0,0,0,0,0,0,"69-78 137th St, Flushing, NY 11367, USA","141-2 70th Ave, Flushing, NY 11367, USA"
91225,-73.82786346,40.76536261,-73.82372658,40.76582551,0,0,0,0,0,0,0,0,0,0,0,0,"Union St/35 Av, Queens, NY 11354, USA","3834 Parsons Blvd, Flushing, NY 11354, USA"
180555,-73.77041159,40.72597795,-73.77092603,40.72951021,0,0,0,0,0,0,0,0,0,0,0,0,"198-15 Grand Central Pkwy, Hollis, NY 11423, USA","196-5 Grand Central Parkway N Svc Rd, Hollis, NY 11423, USA"
62223,-73.75793937,40.6508533,-73.75465758,40.6490121,0,0,0,0,0,0,0,0,0,0,0,0,"246-1 Rockaway Blvd, Queens, NY 11421, USA","246-21 Rockaway Blvd, Rosedale, NY 11422, USA"
58622,-73.79708321,40.66547137,-73.79238366,40.66577852,0,0,0,0,0,0,0,0,0,0,0,0,"S Conduit Ave, South Ozone Park, NY 11436, USA","S Conduit Ave, South Ozone Park, NY 11436, USA"
74277,-73.89580697,40.74089322,-73.89250899,40.74128445,0,0,0,0,0,0,0,0,0,0,0,0,"44-1 69th St, Woodside, NY 11377, USA","4402 72nd St, Woodside, NY 11377, USA"
55689,-73.80122051,40.66527606,-73.79761238,40.66511253,0,0,0,0,0,0,0,0,0,0,0,0,"NY-878, Jamaica, NY 11430, USA","NY-878, South Ozone Park, NY 11436, USA"
122102,-73.89367393,40.71243002,-73.88877304,40.71228018,0,0,0,0,0,0,0,0,0,0,0,0,"65 65th Ln, Middle Village, NY 11379, USA","67-34 Metropolitan Ave, Middle Village, NY 11379, USA"
122102,-73.89367393,40.71243002,-73.88877304,40.71228018,0,0,0,0,0,0,0,0,0,0,0,0,"65 65th Ln, Middle Village, NY 11379, USA","67-34 Metropolitan Ave, Middle Village, NY 11379, USA"
122102,-73.89367393,40.71243002,-73.88877304,40.71228018,0,0,0,0,0,0,0,0,0,0,0,0,"65 65th Ln, Middle Village, NY 11379, USA","67-34 Metropolitan Ave, Middle Village, NY 11379, USA"
122102,-73.89367393,40.71243002,-73.88877304,40.71228018,0,0,0,0,0,0,0,0,0,0,0,0,"65 65th Ln, Middle Village, NY 11379, USA","67-34 Metropolitan Ave, Middle Village, NY 11379, USA"
122102,-73.89367393,40.71243002,-73.88877304,40.71228018,0,0,0,0,0,0,0,0,0,0,0,0,"65 65th Ln, Middle Village, NY 11379, USA","67-34 Metropolitan Ave, Middle Village, NY 11379, USA"
66992,-73.91023874,40.73433922,-73.90598353,40.73326568,0,0,0,0,0,0,0,0,0,0,0,0,"58 St/53 Av, Queens, NY 11377, USA","58-73 53rd Ave, Woodside, NY 11377, USA"
66992,-73.91023874,40.73433922,-73.90598353,40.73326568,0,0,0,0,0,0,0,0,0,0,0,0,"58 St/53 Av, Queens, NY 11377, USA","58-73 53rd Ave, Woodside, NY 11377, USA"
118097,-73.82336385,40.66061467,-73.81953423,40.66214676,0,0,0,0,0,0,0,0,0,0,0,0,"Pan Am Rd, Jamaica, NY 11430, USA","Pan Am Rd, Jamaica, NY 11430, USA"
9008739,-73.83373675,40.74351427,-73.83026729,40.74319003,0,0,0,0,0,0,0,0,0,0,0,0,"Horace Harding Expy/Lawrence St, Queens, NY 11355, USA","Horace Harding Expy/136 St, Queens, NY 11355, USA"
190170,-73.91009768,40.5606815,-73.91025763,40.55731906,1,0,1,0,0,0,0,0,1,1,0,0,"105 Reid Ave, Breezy Point, NY 11697, USA","189 Reid Ave, Breezy Point, NY 11697, USA"
232649,-73.88519092,40.57371995,-73.8820866,40.56859809,0,0,0,0,0,0,0,0,0,0,0,0,"Marine Pkwy Bridge, Brooklyn, NY, USA","Marine Pky/Rockaway Point Blvd VI, Queens, NY 11697, USA"
232649,-73.88519092,40.57371995,-73.8820866,40.56859809,0,0,0,0,0,0,0,0,0,0,0,0,"Marine Pkwy Bridge, Brooklyn, NY, USA","Marine Pky/Rockaway Point Blvd VI, Queens, NY 11697, USA"
234750,-73.85234948,40.7540877,-73.85214794,40.75738415,1,0,0,0,0,0,1,0,1,0,0,1,"Grand Central Pkwy, Corona, NY 11368, USA","Grand Central Pkwy, Corona, NY 11368, USA"
234807,-73.81596559,40.71603956,-73.81022898,40.71610808,0,0,0,0,0,0,0,0,0,0,0,0,"144-24 Village Rd, Jamaica, NY 11435, USA","150-11 Grand Central Pkwy, Jamaica, NY 11432, USA"
254429,-73.77924279,40.65454084,-73.77287619,40.65613046,0,0,0,0,0,0,0,0,0,0,0,0,"N Hangar Rd, Jamaica, NY 11430, USA","78 Rockaway Blvd, Jamaica, NY 11430, USA"
254879,-73.74557064,40.6480079,-73.74311881,40.6421463,0,0,0,0,0,0,0,0,0,0,0,0,"Brookville Blvd, Rosedale, NY 11422, USA","153-43 Brookville Blvd, Jamaica, NY 11422, USA"
258593,-73.82584394,40.66338847,-73.82948716,40.66382454,0,0,0,0,0,0,0,0,0,0,0,0,"Aqueduct Rd, Jamaica, NY 11430, USA","Aqueduct Rd, Jamaica, NY 11430, USA"
258658,-73.83469017,40.67221422,-73.83181379,40.67557217,0,0,0,0,0,0,0,0,0,0,0,0,"Aqueduct Racetrack, Queens, NY 11417, USA","107-16 Sutter Ave, Jamaica, NY 11417, USA"
259275,-73.84954093,40.75345726,-73.84562647,40.75462569,1,0,0,0,0,0,1,0,1,0,0,1,"576 Roosevelt Ave, Corona, NY 11368, USA","Mets - Willets Point, Queens, NY 11368, USA"
259859,-73.90065875,40.76721143,-73.896102,40.76645469,0,0,0,0,0,0,0,0,0,0,0,0,"49-23 Astoria Blvd S, Flushing, NY 11370, USA","Astoria Blvd/73 St Pedestrian Overpass, Queens, NY 11103, USA"
259859,-73.90065875,40.76721143,-73.896102,40.76645469,0,0,0,0,0,0,0,0,0,0,0,0,"49-23 Astoria Blvd S, Flushing, NY 11370, USA","Astoria Blvd/73 St Pedestrian Overpass, Queens, NY 11103, USA"
259935,-73.77973871,40.74238709,-73.77565893,40.74299562,0,0,0,0,0,0,0,0,0,0,0,0,"Horace Harding Expy/Peck Av, Queens, NY 11365, USA","Horace Harding Expy/Francis Lewis Blvd, Queens, NY 11365, USA"
261392,-73.77369504,40.64755699,-73.79435805,40.64099499,0,0,0,0,0,0,0,0,0,0,0,0,"Perimeter Rd, Jamaica, NY 11430, USA","Terminal 1, 500 Terminal Dr, Jamaica, NY 11430, USA"
261392,-73.77369504,40.64755699,-73.79435805,40.64099499,0,0,0,0,0,0,0,0,0,0,0,0,"Perimeter Rd, Jamaica, NY 11430, USA","Terminal 1, 500 Terminal Dr, Jamaica, NY 11430, USA"
261392,-73.77369504,40.64755699,-73.79435805,40.64099499,0,0,0,0,0,0,0,0,0,0,0,0,"Perimeter Rd, Jamaica, NY 11430, USA","Terminal 1, 500 Terminal Dr, Jamaica, NY 11430, USA"
275873,-73.85026357,40.7020422,-73.84156378,40.7011006,0,0,0,0,0,0,0,0,0,0,0,0,"Myrtle Av/Freedom Dr, Queens, NY 11418, USA","108-22 Myrtle Ave, Jamaica, NY 11418, USA"
283593,-73.81117222,40.64904345,-73.8195154,40.65852266,0,0,0,0,0,0,0,0,0,0,0,0,"Heliport at JFK Airport, Jamaica, NY 11430, USA","Unnamed Road, Jamaica, NY 11430, USA"
284257,-73.76048633,40.6507943,-73.76526693,40.65247851,0,0,0,0,0,0,0,0,0,0,0,0,"Eastern Rd, Jamaica, NY 11430, USA","Eastern Rd/Bldg 77 Halmar, Queens, NY 11430, USA"
284257,-73.76048633,40.6507943,-73.76526693,40.65247851,0,0,0,0,0,0,0,0,0,0,0,0,"Eastern Rd, Jamaica, NY 11430, USA","Eastern Rd/Bldg 77 Halmar, Queens, NY 11430, USA"
284257,-73.76048633,40.6507943,-73.76526693,40.65247851,0,0,0,0,0,0,0,0,0,0,0,0,"Eastern Rd, Jamaica, NY 11430, USA","Eastern Rd/Bldg 77 Halmar, Queens, NY 11430, USA"
284257,-73.76048633,40.6507943,-73.76526693,40.65247851,0,0,0,0,0,0,0,0,0,0,0,0,"Eastern Rd, Jamaica, NY 11430, USA","Eastern Rd/Bldg 77 Halmar, Queens, NY 11430, USA"
284257,-73.76048633,40.6507943,-73.76526693,40.65247851,0,0,0,0,0,0,0,0,0,0,0,0,"Eastern Rd, Jamaica, NY 11430, USA","Eastern Rd/Bldg 77 Halmar, Queens, NY 11430, USA"
284257,-73.76048633,40.6507943,-73.76526693,40.65247851,0,0,0,0,0,0,0,0,0,0,0,0,"Eastern Rd, Jamaica, NY 11430, USA","Eastern Rd/Bldg 77 Halmar, Queens, NY 11430, USA"
